,1,2
67,R14,Has_temporal Arg1:T43 Arg2:T44
68,R15,Has_temporal Arg1:T43 Arg2:T47
69,T50,Context_Error 893 940	No concomitant anti-cancer treatment is allowed
70,T51,Post-eligibility 893 940	No concomitant anti-cancer treatment is allowed
71,T52,Person 942 945	Age
72,T53,Value 946 958	>/= 18 years
73,R16,Has_value Arg1:T52 Arg2:T53
74,T54,Measurement 960 978	Performance status
75,T55,Value 982 985	0-1
76,R17,Has_value Arg1:T54 Arg2:T55
77,T56,Measurement 1022 1036	renal function
78,T57,Measurement 1005 1016;1028 1036	bone marrow function
79,T58,Measurement 1028 1036;996 1003	function hepatic
80,T59,Value 987 995	Adequate
81,R18,Has_value Arg1:T58 Arg2:T59
82,R19,Has_value Arg1:T57 Arg2:T59
83,R20,Has_value Arg1:T56 Arg2:T59
84,T60,Measurement 1038 1071	Partial thromboplastin time (PTT)
85,T61,Value 1080 1108	</= 1.5 x upper normal limit
86,T62,Measurement 1143 1179	INR (International Normalized Ratio)
87,T63,Value 1180 1185	< 1.5
88,R21,Has_value Arg1:T62 Arg2:T63
89,R22,Has_value Arg1:T60 Arg2:T61
90,T64,Observation 1188 1203	Life expectancy
91,T65,Value 1204 1216	>/= 4 months
92,T66,Context_Error 1221 1240	maintenance cohorts
93,T67,Observation 1221 1240	maintenance cohorts
94,A1,Optional T67
95,T68,Value 1245 1257	>/= 6 months
96,T69,Observation 1262 1278	adjuvant cohorts
97,A2,Optional T69
98,*,OR T67 T69
99,R23,Has_value Arg1:T69 Arg2:T68
100,R24,Has_value Arg1:T67 Arg2:T65
101,T70,Scope 1204 1278	>/= 4 months for maintenance cohorts and >/= 6 months for adjuvant cohorts
102,R25,Has_scope Arg1:T64 Arg2:T70
103,T71,Condition 1289 1311	childbearing potential
104,T72,Person 1280 1285	Women
105,T73,Measurement 1333 1353	serum pregnancy test
106,T74,Value 1324 1332	negative
107,R26,Has_value Arg1:T73 Arg2:T74
108,T75,Temporal 1354 1401	within 14 days prior to initiation of treatment
109,T76,Reference_point 1378 1401	initiation of treatment
110,R27,Has_index Arg1:T75 Arg2:T76
111,T77,Condition 1418 1427	lactating
112,T78,Negation 1411 1414	not
113,R28,Has_negation Arg1:T77 Arg2:T78
114,R29,Has_temporal Arg1:T73 Arg2:T75
115,T79,Scope 1280 1311	Women of childbearing potential
116,A3,Optional T79
117,R30,AND Arg1:T79 Arg2:T73
118,T80,Non-query-able 1430 1548	Subject is capable of understanding and complying with protocol demands and able to sign and date the informed consent
119,T81,Post-eligibility 1430 1548	Subject is capable of understanding and complying with protocol demands and able to sign and date the informed consent
0,T1,Person 0 4	Male
1,T2,Person 9 15	female
2,T3,Person 16 26	adolescent
3,*,OR T1 T2
4,T4,Person 37 41	aged
5,T5,Value 42 56	13 to 17 years
6,R1,Has_value Arg1:T4 Arg2:T5
7,R2,Subsumes Arg1:T3 Arg2:T4
8,T6,Condition 73 76	RLS
9,T7,Measurement 90 115	IRLSSG consensus criteria
10,R3,AND Arg1:T6 Arg2:T7
11,T8,Measurement 147 171	Total RLS severity score
12,T9,Value 175 188	15 or greater
13,R4,Has_value Arg1:T8 Arg2:T9
14,T10,Multiplier 295 338	at least 4 of 7 consecutive evenings/nights
15,T11,Condition 278 290	RLS symptoms
16,R5,Has_multiplier Arg1:T11 Arg2:T10
17,T12,Measurement 369 380	Body weight
18,T13,Value 381 401	greater than 33.4 kg
19,R6,Has_value Arg1:T12 Arg2:T13
20,T14,Measurement 439 454	body mass index
21,T15,Measurement 456 459	BMI
22,R7,Subsumes Arg1:T14 Arg2:T15
23,T16,Value 467 486	5th-85th percentile
24,R8,Has_value Arg1:T14 Arg2:T16
25,T17,Measurement 577 607	Estimated creatinine clearance
26,T18,Value 611 629	at least 60 mL/min
27,R9,Has_value Arg1:T17 Arg2:T18
28,T19,Informed_consent 687 849	Signed patient and parent Institutional Review Board (IRB)-approved informed consent/assent form (as applicable) before any study-related procedures are performed
0,T1,Condition 0 18	polycystic ovaries
1,T2,Condition 30 47	thyroid pathology
2,T3,Qualifier 20 29	untreated
3,R1,Has_qualifier Arg1:T2 Arg2:T3
4,T4,Condition 49 78	hypogonadotropic hypogonadism
5,T5,Qualifier 80 88	untreaed
6,T6,Condition 89 107	hyperprolactinemia
7,R2,Has_qualifier Arg1:T6 Arg2:T5
8,T7,Condition 120 136	hypersensitivity
9,T8,Drug 109 119	study drug
10,R3,AND Arg1:T7 Arg2:T8
11,T9,Condition 147 151	OHSS
12,T10,Temporal 138 146	previous
13,R4,Has_temporal Arg1:T9 Arg2:T10
14,T11,Qualifier 153 163	unilateral
15,T12,Procedure 164 175	ovariectomy
16,R5,Has_qualifier Arg1:T12 Arg2:T11
17,T13,Condition 177 197	genital malformation
18,T14,Measurement 199 202	BMI
19,T15,Value 202 205	>40
20,R6,Has_value Arg1:T14 Arg2:T15
0,T1,Condition 21 40	Alzheimer's disease
1,T2,Measurement 42 195	National Institute of Neurological and Communicative Disorders and Stroke - Alzheimer's Disease and Related Disorders Association (NINCDS-ADRDA) criteria
2,R1,AND Arg1:T1 Arg2:T2
3,T3,Value 12 20	probable
4,T4,Value 0 8	Possible
5,*,OR T3 T4
6,T5,Scope 0 20	Possible or probable
7,R2,Has_scope Arg1:T2 Arg2:T5
8,T6,Measurement 203 232	Mini-Mental State Exam (MMSE)
9,T7,Value 233 257	score of 10-26 inclusive
10,T8,Measurement 259 263	MMSE
11,T9,Value 264 279	scores above 26
12,R3,Has_value Arg1:T8 Arg2:T9
13,R4,Has_value Arg1:T6 Arg2:T7
14,*,OR T6 T8
15,T10,Condition 324 326	AD
16,T11,Condition 423 429	apathy
17,T12,Person 434 453	at least four weeks
18,T13,Measurement 517 549	Neuropsychiatric Inventory (NPI)
19,T14,Value 554 569	Very frequently
20,R5,Has_value Arg1:T13 Arg2:T14
21,T15,Measurement 621 624	NPI
22,T16,Value 629 639	Frequently
23,T17,Value 645 650	Often
24,*,OR T17 T16
25,T18,Measurement 698 701	NPI
26,T19,Observation 660 678	severity of apathy
27,T20,Observation 582 601	frequency of apathy
28,R6,AND Arg1:T20 Arg2:T15
29,T21,Scope 628 651	'Frequently' or 'Often'
30,T22,Value 706 714	Moderate
31,T23,Value 720 726	Marked
32,*,OR T23 T22
33,T24,Scope 705 727	'Moderate' or 'Marked'
34,R7,Has_scope Arg1:T18 Arg2:T24
35,R8,Has_scope Arg1:T15 Arg2:T21
36,R9,AND Arg1:T19 Arg2:T18
37,T25,Scope 582 727	frequency of apathy as assessed by the NPI is 'Frequently' or 'Often' AND the severity of apathy as assessed by the NPI is 'Moderate' or 'Marked'
38,T26,Observation 478 497	frequency of apathy
39,R10,AND Arg1:T26 Arg2:T13
40,*,OR T26 T25
41,T27,Drug 731 752	medication for apathy
42,T28,Condition 746 752	apathy
43,R11,AND Arg1:T27 Arg2:T28
44,T29,"Post-eligibility 729 806	A medication for apathy is appropriate, in the opinion of the study physician"
45,T30,"Parsing_Error 729 806	A medication for apathy is appropriate, in the opinion of the study physician"
46,T31,Post-eligibility 808 961	Provision of informed consent for participation in the study by patient or surrogate (if the patient is unable to provide informed consent) and caregiver
47,T32,"Post-eligibility 963 1157	Availability of primary caregiver, who spends greater than ten hours a week with the patient and supervises his/her care, to accompany the patient to study visits and to participate in the study"
48,T33,"Post-eligibility 1159 1315	Sufficient fluency, of both the patient and caregiver, in written and spoken English to participate in study visits, physical exams, and outcome assessments"
49,T34,Drug 1330 1344	AD medications
50,T35,Temporal 1345 1385	within the month preceding randomization
51,T36,Reference_point 1372 1385	randomization
52,R12,Has_index Arg1:T35 Arg2:T36
53,T37,Observation 1320 1344	change to AD medications
54,T38,Negation 1317 1319	No
55,R13,Has_negation Arg1:T37 Arg2:T38
56,R14,AND Arg1:T37 Arg2:T34
57,R15,Has_temporal Arg1:T37 Arg2:T35
58,T39,Drug 1473 1534	selective serotonin reuptake inhibitor antidepressants(SSRIs)
59,T40,Qualifier 1457 1469	stable doses
60,T41,Procedure 1442 1451	Treatment
61,R16,AND Arg1:T41 Arg2:T39
62,R17,Has_qualifier Arg1:T39 Arg2:T40
63,T42,"Context_Error 1442 1757	Treatment with stable doses of selective serotonin reuptake inhibitor antidepressants(SSRIs) is appropriate if stable for 3 months prior to randomization. Other psychotropics(with the exclusion of antipsychotics), if stable for 3 months, may be allowed only with Steering Committee approval on a case by case basis."
0,T1,Drug 29 48	antiarrhythmic drug
1,T2,Condition 3 11	response
2,T3,Negation 0 2	No
3,R1,Has_negation Arg1:T2 Arg2:T3
4,T4,Multiplier 15 28	more than one
5,R2,Has_multiplier Arg1:T1 Arg2:T4
6,R3,AND Arg1:T2 Arg2:T1
7,T5,Non-query-able 50 99	or unwilling to receive long-term drug treatment.
8,T6,Post-eligibility 101 244	Can provide informed consent form expressing willingness to participate in the study and comply with follow-up tests and evaluation procedures.
9,T7,Person 246 250	Aged
10,T8,Value 251 262	18-80 years
11,R4,Has_value Arg1:T7 Arg2:T8
0,T1,Condition 0 7	Allergy
1,T2,Drug 17 21	fish
2,R1,AND Arg1:T1 Arg2:T2
3,T3,Condition 23 31	Pregnant
4,T4,Person 32 37	women
5,T5,Condition 42 53	breast-feed
6,T7,Measurement 57 61;71 84	test for pregnancy
7,T8,Value 62 70	positive
8,R2,Has_value Arg1:T7 Arg2:T8
9,*,OR T5 T7 T3
0,T1,Condition 13 26	schizophrenia
1,T2,Condition 30 54	schizoaffective disorder
2,*,OR T1 T2
3,T3,Drug 161 183	atypical antipsychotic
4,T4,Observation 305 335	living in a stable environment
5,T5,Visit 84 93	inpatient
6,T6,Visit 95 110	hospitalization
7,T7,Temporal 115 121	recent
8,R1,Has_temporal Arg1:T6 Arg2:T7
9,A1,Optional T5
10,R2,AND Arg1:T5 Arg2:T6
11,T8,Temporal 123 132	Currently
12,T9,Procedure 143 152	treatment
13,R3,AND Arg1:T9 Arg2:T3
14,R4,Has_temporal Arg1:T9 Arg2:T8
15,T10,Procedure 188 218	continuation on the medication
16,T11,Mood 228 239	recommended
17,R5,Has_mood Arg1:T10 Arg2:T11
18,R6,AND Arg1:T10 Arg2:T3
19,T12,Non-query-able 241 293	Assumes primary responsibility for taking medication
0,T1,Person 15 19	aged
1,T2,Value 21 24	>18
2,R1,Has_value Arg1:T1 Arg2:T2
3,T3,Person 27 32	males
4,T4,Person 37 44	females
5,*,OR T3 T4
6,T5,Qualifier 57 65	elective
7,T6,Procedure 102 109;66 94	surgery coronary artery bypass graft
8,T7,Procedure 96 100	CABG
9,R2,Subsumes Arg1:T6 Arg2:T7
10,R3,Has_qualifier Arg1:T6 Arg2:T5
11,T8,Procedure 115 137	cardiopulmonary bypass
12,T9,Procedure 139 142	CPB
13,R4,Subsumes Arg1:T8 Arg2:T9
14,R5,AND Arg1:T6 Arg2:T8
0,T1,Condition 19 43	Major Depressive Episode
1,T2,Measurement 48 115	Diagnostic Statistical Manual of Mental Disorder - IV (TR) criteria
2,T3,Value 0 5	Meets
3,R1,Has_value Arg1:T2 Arg2:T3
4,R2,AND Arg1:T1 Arg2:T2
5,T4,Condition 140 161	agitation /aggression
6,T5,Qualifier 117 139	Clinically significant
7,T6,Undefined_semantics 117 139	Clinically significant
8,R3,Has_qualifier Arg1:T4 Arg2:T5
9,T8,Multiplier 186 220	frequency of agitation /aggression
10,T7,Condition 199 220	agitation /aggression
11,R4,AND Arg1:T8 Arg2:T7
12,T9,Measurement 240 243	NPI
13,R5,AND Arg1:T8 Arg2:T9
14,T10,Value 248 263	Very frequently
15,R6,Has_value Arg1:T9 Arg2:T10
16,T11,Multiplier 276 310	frequency of agitation /aggression
17,T12,Condition 289 310	agitation /aggression
18,R7,AND Arg1:T11 Arg2:T12
19,T13,Measurement 330 333	NPI
20,T14,Value 338 348	Frequently
21,R8,Has_value Arg1:T13 Arg2:T14
22,T15,Measurement 403 406	NPI
23,T16,Value 411 419	Moderate
24,T17,Value 426 432	Marked
25,*,OR T16 T17
26,T18,"Scope 410 433	'Moderate', or 'Marked'"
27,R9,Has_scope Arg1:T15 Arg2:T18
28,T19,Qualifier 358 383	severity of the agitation
29,T20,Condition 374 383	agitation
30,R10,AND Arg1:T19 Arg2:T20
31,R11,AND Arg1:T19 Arg2:T15
32,T21,Condition 458 467	delusions
33,T22,Qualifier 435 457	Clinically significant
34,T23,Multiplier 492 514	frequency of delusions
35,T24,Condition 505 514	delusions
36,R12,AND Arg1:T23 Arg2:T24
37,T25,Measurement 534 537	NPI
38,T26,Value 542 557	Very frequently
39,R13,Has_value Arg1:T25 Arg2:T26
40,R14,AND Arg1:T23 Arg2:T25
41,R15,Has_qualifier Arg1:T21 Arg2:T22
42,T27,Multiplier 570 592	frequency of delusions
43,T28,Condition 583 592	delusions
44,T29,Measurement 612 615	NPI
45,T30,Value 620 630	Frequently
46,T31,Qualifier 640 665	severity of the delusions
47,T32,Condition 656 665	delusions
48,R16,AND Arg1:T31 Arg2:T32
49,T33,Measurement 685 688	NPI
50,T34,Value 693 701	Moderate
51,T35,Value 708 714	Marked
52,*,OR T34 T35
53,T36,"Scope 692 715	'Moderate', or 'Marked'"
54,R17,Has_scope Arg1:T33 Arg2:T36
55,R18,Has_value Arg1:T29 Arg2:T30
56,R19,AND Arg1:T27 Arg2:T29
57,R20,AND Arg1:T31 Arg2:T33
58,T37,Condition 740 754	hallucinations
59,T38,Qualifier 717 739	Clinically significant
60,R21,Has_qualifier Arg1:T37 Arg2:T38
61,T39,Multiplier 779 806	frequency of hallucinations
62,T40,Condition 792 806	hallucinations
63,R22,AND Arg1:T39 Arg2:T40
64,T41,Measurement 826 829	NPI
65,T42,Value 834 849	Very frequently
66,R23,Has_value Arg1:T41 Arg2:T42
67,T43,Multiplier 862 889	frequency of hallucinations
68,T44,Condition 875 889	hallucinations
69,R24,AND Arg1:T43 Arg2:T44
70,T45,Measurement 909 912	NPI
71,T46,Value 917 927	Frequently
72,T47,Qualifier 937 967	severity of the hallucinations
73,T48,Condition 953 967	hallucinations
74,R25,AND Arg1:T47 Arg2:T48
75,T49,Measurement 987 990	NPI
76,T50,Value 995 1003	Moderate
77,T51,Value 1010 1016	Marked
78,*,OR T50 T51
79,T52,"Scope 994 1017	'Moderate', or 'Marked'"
80,R26,Has_scope Arg1:T49 Arg2:T52
81,R27,AND Arg1:T47 Arg2:T49
82,R28,Has_value Arg1:T45 Arg2:T46
83,R29,AND Arg1:T43 Arg2:T45
84,R30,AND Arg1:T39 Arg2:T41
85,*,OR T8 T11 T19
86,R31,AND Arg1:T11 Arg2:T13
87,T53,"Scope 186 433	frequency of agitation /aggression as assessed by the NPI is 'Very frequently', or 2) the frequency of agitation /aggression as assessed by the NPI is 'Frequently' AND the severity of the agitation as assessed by the NPI is 'Moderate', or 'Marked'"
88,R32,Has_scope Arg1:T4 Arg2:T53
89,T54,"Scope 492 715	frequency of delusions as assessed by the NPI is 'Very frequently', or 2) the frequency of delusions as assessed by the NPI is 'Frequently' AND the severity of the delusions as assessed by the NPI is 'Moderate', or 'Marked'"
90,R33,Has_scope Arg1:T21 Arg2:T54
91,*,OR T23 T27 T31
92,*,OR T47 T43
93,T55,"Scope 779 1017	frequency of hallucinations as assessed by the NPI is 'Very frequently', or 2) the frequency of hallucinations as assessed by the NPI is 'Frequently' AND the severity of the hallucinations as assessed by the NPI is 'Moderate', or 'Marked'"
94,R34,Has_scope Arg1:T37 Arg2:T55
95,T56,Drug 1034 1058	psychotropic medications
96,T57,Temporal 1059 1096	in the 2 weeks prior to randomization
97,T58,Reference_point 1083 1096	randomization
98,R35,Has_index Arg1:T57 Arg2:T58
99,T59,Condition 1143 1151	dementia
100,T60,Procedure 1128 1151	treatments for dementia
101,R36,AND Arg1:T60 Arg2:T59
102,T61,Drug 1153 1158	ChEIs
103,T62,Drug 1163 1172	memantine
104,T63,Scope 1153 1172	ChEIs and memantine
105,R37,Has_scope Arg1:T60 Arg2:T63
106,T64,Drug 1175 1229	selective serotonin reuptake inhibitor antidepressants
107,T65,Drug 1235 1244	trazodone
108,R38,Has_temporal Arg1:T56 Arg2:T57
109,T66,Negation 1097 1118	with the exception of
110,*,OR T65 T64 T60
111,T67,"Scope 1128 1244	treatments for dementia (ChEIs and memantine), selective serotonin reuptake inhibitor antidepressants, and trazodone"
112,R39,Has_negation Arg1:T67 Arg2:T66
113,R40,Has_scope Arg1:T56 Arg2:T67
114,T68,Context_Error 1245 1313	(if used as an aid to facilitate sleep and not as an antidepressant)
115,T69,Drug 1315 1334	other psychotropics
116,T70,Drug 1358 1372	antipsychotics
117,T71,Negation 1336 1357	with the exclusion of
118,R41,Has_negation Arg1:T70 Arg2:T71
119,R42,AND Arg1:T69 Arg2:T70
120,T72,Qualifier 1378 1384	stable
121,T73,Temporal 1385 1397	for 3 months
122,R43,Has_temporal Arg1:T72 Arg2:T73
123,R44,Has_qualifier Arg1:T69 Arg2:T72
124,*,OR T69 T56
125,T74,Drug 1544 1559	methylphenidate
126,T75,Drug 1644 1659	methylphenidate
127,T76,Subjective_judgement 1730 1758	as judged by study physician
128,T77,Drug 1777 1850	medication that would prohibit the safe concurrent use of methylphenidate
129,T78,Drug 1835 1850	methylphenidate
130,T79,Temporal 1817 1827	concurrent
131,T80,Observation 1799 1807	prohibit
132,R45,Has_temporal Arg1:T78 Arg2:T79
133,R46,Has_context Arg1:T78 Arg2:T80
134,T81,Drug 1859 1887	monoamine oxidase inhibitors
135,T82,Drug 1892 1917	tricyclic antidepressants
136,T83,Scope 1859 1917	monoamine oxidase inhibitors and tricyclic antidepressants
137,*,OR T82 T81
138,R47,Subsumes Arg1:T77 Arg2:T83
139,T84,Procedure 1934 1961	psychiatric hospitalization
140,T85,Observation 1919 1927	Need for
141,T86,Temporal 1928 1933	acute
142,R48,Has_temporal Arg1:T84 Arg2:T86
143,R49,Has_context Arg1:T84 Arg2:T85
144,T87,Condition 1968 1976	suicidal
145,*,OR T84 T87
146,T88,Condition 1978 2003	Uncontrolled hypertension
147,T89,Qualifier 1978 1990	Uncontrolled
148,R50,Has_qualifier Arg1:T88 Arg2:T89
149,T90,Condition 2005 2030	medication non-compliance
150,T91,Temporal 2034 2047	past 3 months
151,T92,Measurement 2055 2072	diastolic reading
152,T93,Value 2076 2079	105
153,R51,Has_value Arg1:T92 Arg2:T93
154,T94,Context_Error 2055 2072	diastolic reading
155,T95,Measurement 2095 2143	compartment pressure of the rectus sheath (CPRS)
156,T96,Qualifier 2080 2143	as verified by compartment pressure of the rectus sheath (CPRS)
157,R52,AND Arg1:T96 Arg2:T95
158,R53,Has_qualifier Arg1:T92 Arg2:T96
159,R54,Has_temporal Arg1:T90 Arg2:T91
160,T97,Scope 2005 2143	medication non-compliance or past 3 months with a diastolic reading of 105 as verified by compartment pressure of the rectus sheath (CPRS)
161,R55,Has_scope Arg1:T88 Arg2:T97
162,T98,Condition 2158 2181	coronary artery disease
163,T99,Qualifier 2146 2157	Symptomatic
164,R56,Has_qualifier Arg1:T98 Arg2:T99
165,T100,Temporal 2226 2250	at the time of screening
166,T101,Reference_point 2233 2250	time of screening
167,R57,Has_index Arg1:T100 Arg2:T101
168,T102,Condition 2297 2322	unintentional weight loss
169,T103,Qualifier 2285 2296	significant
170,T104,Undefined_semantics 2285 2296	significant
171,R58,Has_qualifier Arg1:T102 Arg2:T103
172,T105,Condition 2252 2268	Lack of appetite
173,R59,AND Arg1:T105 Arg2:T102
174,T106,Qualifier 2323 2359	as determined by the study physician
175,T107,Temporal 2360 2384	in the last three months
176,R60,Has_temporal Arg1:T105 Arg2:T107
177,R61,Has_qualifier Arg1:T102 Arg2:T106
178,T108,Qualifier 2386 2397	Significant
179,T109,Undefined_semantics 2386 2397	Significant
180,T110,Condition 2398 2423	communicative impairments
181,R62,Has_qualifier Arg1:T110 Arg2:T108
182,T111,Undefined_semantics 2398 2423	communicative impairments
183,T112,Post-eligibility 2425 2539	Current participation in a clinical trial or in any study that may add significant burden or affect study outcomes
184,T113,Condition 2541 2556	Hyperthyroidism
185,T114,Condition 2567 2583	arteriosclerosis
186,T115,Qualifier 2558 2566	advanced
187,R63,Has_qualifier Arg1:T114 Arg2:T115
188,T116,Condition 2597 2619	cardiovascular disease
189,T117,Qualifier 2585 2596	symptomatic
190,R64,Has_qualifier Arg1:T116 Arg2:T117
191,T118,Qualifier 2621 2628	serious
192,T119,Condition 2629 2661	structural cardiac abnormalities
193,R65,Has_qualifier Arg1:T119 Arg2:T118
194,T120,Condition 2663 2677	cardiomyopathy
195,T121,Condition 2687 2713	heart rhythm abnormalities
196,T122,Qualifier 2679 2686	serious
197,R66,Has_qualifier Arg1:T121 Arg2:T122
198,T123,Observation 2720 2734	family history
199,T124,Condition 2738 2750	sudden death
200,T125,Condition 2754 2785	death related to heart problems
201,T126,Qualifier 2760 2785	related to heart problems
202,R67,Has_qualifier Arg1:T125 Arg2:T126
203,*,OR T124 T125
204,T127,Scope 2738 2785	sudden death or death related to heart problems
205,R68,Has_context Arg1:T127 Arg2:T123
206,*,OR T121 T127 T120 T119 T116 T114 T113
207,T128,Condition 2787 2795	Glaucoma
208,T129,Condition 2797 2813	pheochromocytoma
209,T130,Condition 2837 2853	hypersensitivity
210,T131,Drug 2857 2890	methylphenidate or its excipients
211,R69,AND Arg1:T130 Arg2:T131
212,T132,Drug 2876 2890	its excipients
213,R70,AND Arg1:T131 Arg2:T132
214,*,OR T131 T132
215,T133,Observation 2827 2836	suspected
216,T134,Observation 2818 2823	known
217,*,OR T133 T134
218,T135,Scope 2818 2836	known or suspected
219,R71,Has_scope Arg1:T130 Arg2:T135
220,*,OR T130 T129 T128
221,T136,Condition 2892 2934	Central Nervous System (CNS) abnormalities
222,T137,Condition 2942 2959	cerebral aneurysm
223,R72,Subsumes Arg1:T136 Arg2:T137
224,T138,Condition 2974 2996	vascular abnormalities
225,T139,Condition 3005 3015	vasculitis
226,R73,Subsumes Arg1:T138 Arg2:T139
227,T140,Condition 3032 3038	stroke
228,T141,Temporal 3019 3031	pre-existing
229,R74,Has_temporal Arg1:T140 Arg2:T141
230,T142,Condition 3040 3050	motor tics
231,T143,Observation 3056 3070	family history
232,T144,Condition 3087 3106	Tourette's syndrome
233,T145,Condition 3108 3116	seizures
234,T146,Condition 3118 3129	convulsions
235,T147,Observation 3074 3083	diagnosis
236,*,OR T147 T143
237,T148,Scope 3056 3083	family history or diagnosis
238,R75,Has_scope Arg1:T144 Arg2:T148
239,T149,Condition 3131 3139	epilepsy
240,*,OR T149 T146
241,T150,"Scope 3118 3139	convulsions, epilepsy"
242,R76,Subsumes Arg1:T145 Arg2:T150
243,T151,Qualifier 3145 3153	abnormal
244,T152,Condition 3154 3158	EEGs
245,R77,Has_qualifier Arg1:T152 Arg2:T151
246,*,OR T136 T138 T140 T142 T144 T145 T152
247,T153,"Post-eligibility 3160 3299	Any condition that, in the opinion of the study physician, makes it medically inappropriate or risky for the patient to enroll in the trial"
0,T1,Person 0 6	female
1,T2,Condition 7 16	infertile
2,T3,Mood 26 34	eligible
3,T4,Procedure 39 52	IVF treatment
4,R1,Has_mood Arg1:T4 Arg2:T3
0,T1,Condition 5 19	acute diseases
1,T2,Temporal 29 40	acute phase
2,T3,Condition 47 68	myocardial infarction
3,T4,Temporal 70 85	within 3 months
4,R1,Has_temporal Arg1:T3 Arg2:T2
5,R2,Subsumes Arg1:T2 Arg2:T4
6,T5,Temporal 88 103	within 3 months
7,T6,Condition 110 129	acute heart failure
8,T7,Condition 137 156	cerebral infarction
9,*,OR T7 T6
10,T8,Scope 110 156	acute heart failure or new cerebral infarction
11,R3,Has_temporal Arg1:T8 Arg2:T5
12,*,OR T3 T8
13,T9,"Scope 29 156	acute phase after myocardial infarction (within 3 months), within 3 months after acute heart failure or new cerebral infarction"
14,R4,Subsumes Arg1:T1 Arg2:T9
15,T10,Procedure 174 195	heart transplantation
16,T11,Mood 159 170	In the list
17,R5,Has_mood Arg1:T10 Arg2:T11
18,T12,Observation 198 215	Expected survival
19,T13,Value 216 232	less than 1 year
20,R6,Has_value Arg1:T12 Arg2:T13
21,T14,Condition 246 266	hemorrhagic diseases
22,T15,Qualifier 240 245	other
23,R7,Has_qualifier Arg1:T14 Arg2:T15
24,T16,Procedure 271 292	anticoagulant therapy
25,T17,Condition 296 307	not allowed
26,R8,AND Arg1:T16 Arg2:T17
27,R9,AND Arg1:T14 Arg2:T16
28,T18,Condition 310 320	Thrombosis
29,T19,Qualifier 324 335	left atrium
30,R10,Has_qualifier Arg1:T18 Arg2:T19
31,T20,Condition 338 351	Heart failure
32,T21,Measurement 353 385	New York Heart Association(NYHA)
33,T22,Value 386 392	III/IV
34,R11,Has_value Arg1:T21 Arg2:T22
35,T23,Measurement 396 414	eject fraction(EF)
36,T24,Value 414 418	<40%
37,R12,Has_value Arg1:T23 Arg2:T24
38,*,OR T20 T21 T23
39,T25,Qualifier 435 447	uncontrolled
40,T26,Condition 448 454	cancer
41,R13,Has_qualifier Arg1:T26 Arg2:T25
42,T27,Condition 480 496	renal impairment
43,T28,Condition 469 476;486 496	hepatic impairment
44,*,OR T27 T28
45,T29,Qualifier 457 468	Significant
46,T30,Scope 469 496	hepatic or renal impairment
47,R14,Has_qualifier Arg1:T30 Arg2:T29
48,T31,Measurement 505 530	alanine transaminase(ALT)
49,T32,Measurement 534 561	Aspartate transaminase(AST)
50,T33,Value 562 592	>2 times upper limit of normal
51,R15,Has_value Arg1:T32 Arg2:T33
52,T34,Measurement 594 624	creatinine clearance rate(CCr)
53,T35,Value 624 628	<50%
54,R16,Has_value Arg1:T34 Arg2:T35
55,*,OR T32 T31 T34
56,T36,"Scope 505 628	alanine transaminase(ALT) or Aspartate transaminase(AST) >2 times upper limit of normal, creatinine clearance rate(CCr)<50%"
57,R17,Subsumes Arg1:T30 Arg2:T36
58,T37,Procedure 641 673	catheter radiofrequency ablation
59,T38,Condition 678 680	AF
60,T39,Procedure 684 699	cardiac surgery
61,R18,AND Arg1:T37 Arg2:T38
62,*,OR T37 T39
63,T40,"Pregnancy_considerations 702 839	Pregnant and lactating women, women who plan to become pregnant, or women of child bearing age not using reliable contraceptive measures."
0,T1,Person 12 16	aged
1,T2,Value 17 27	19 or over
2,R1,Has_value Arg1:T1 Arg2:T2
3,T3,Informed_consent 29 176	Available for the entire duration of the study and willing to participate on the basis of the information provided in the FIU duly read and signed.
0,T1,Condition 23 34	head trauma
1,T2,Condition 36 52	seizure disorder
2,T3,Condition 57 75	mental retardation
3,*,OR T1 T2 T3
4,T4,Observation 0 7	History
5,T5,"Scope 23 75	head trauma, seizure disorder, or mental retardation"
6,R1,Has_scope Arg1:T4 Arg2:T5
7,T6,Observation 77 84	History
8,T7,Condition 104 109;88 95	abuse alcohol
9,T8,Condition 99 109	drug abuse
10,T9,Condition 113 123;88 95	dependence alcohol
11,T10,Condition 113 123;99 103	dependence drug
12,*,OR T7 T8 T10 T9
13,T11,Temporal 124 144	within 1 month prior
14,T12,Scope 88 123	alcohol or drug abuse or dependence
15,R2,Has_scope Arg1:T6 Arg2:T12
16,R3,Has_temporal Arg1:T12 Arg2:T11
17,T13,Temporal 181 202	within 6 months prior
18,T14,Observation 172 180	violence
19,R4,Has_temporal Arg1:T14 Arg2:T13
20,T15,Observation 161 168	History
21,R5,Has_context Arg1:T15 Arg2:T14
0,T1,Post-eligibility 0 15	Patient refusal
1,T2,Procedure 18 37	Emergency surgeries
2,T3,Procedure 39 53	Redo surgeries
3,T4,Condition 55 64	Pregnancy
4,T5,Condition 66 76	Vasculitis
5,T6,Condition 78 90	Inflammation
6,T7,Condition 94 103	infection
7,T8,Qualifier 111 121	study site
8,*,OR T7 T6
9,T9,Scope 78 103	Inflammation or infection
10,R1,Has_qualifier Arg1:T9 Arg2:T8
11,T10,Condition 134 142	allergic
